OSM_id Building_Height Building_Volume Roof_Area Radiation
1013688255 6 526.020778 47.490451 11372.836035
1012976375 6 1046.1653 87.050102 61128.993689
1012976374 6 1209.642324 88.696887 54020.971167
1012976373 6 1056.897144 84.309107 61128.993689
1012976372 6 1082.85958 77.146031 51177.762159
1012976371 6 758.179336 57.278908 17059.254053
1012976370 6 524.98925 43.142608 11372.836035
1012974053 6 1356.164771 89.085314 35540.11261
1012974052 6 1569.247949 97.850838 42648.135132
1012974051 6 562.112923 45.449933 34118.508106
1012974050 6 966.312658 69.102988 29853.694592
1012972129 6 1004.910578 74.751223 42648.135132
1012971898 6 1782.101131 102.841454 62550.598194
1012971897 6 866.044638 63.285134 24167.276575
1012971896 6 545.525057 44.952307 11372.836035
1012971895 6 662.262984 52.010997 17059.254053
1012818793 6 624.81011 49.945226 17059.254053
1012817530 6 673.239631 56.325978 35540.11261
1012817529 6 962.522655 74.705446 45491.344141
1012817528 6 928.291704 70.115555 54020.971167
1012817263 6 954.387893 75.728008 31275.299097
1012817262 6 556.926654 49.86453 31275.299097
1012817261 6 954.782737 80.642657 81031.456751
1012816619 6 1232.888731 98.33411 69658.620716
1012816618 6 1085.10081 75.646695 29853.694592
1012103040 6 551.570603 46.017768 25588.881079
1010700207 6 559.095332 46.766901 25588.881079
1010294728 6 750.577613 58.342682 42648.135132
1010294727 6 527.006406 44.051776 11372.836035
1010294726 6 1507.04629 98.057926 56864.180176
1010294725 6 1174.964213 79.694046 35540.11261
1010294724 6 977.296709 71.001814 29853.694592
1010294723 6 517.152102 42.900109 11372.836035
1010294722 6 1127.647163 82.911773 45491.344141
1010294721 6 652.804509 52.645544 21324.067566
1010294720 6 856.904012 65.013973 42648.135132
1010294719 6 794.024703 60.978303 25588.881079
1010294718 6 606.081206 51.865358 39804.926123
1010294717 6 595.057671 50.424385 14216.045044
1010294716 6 1268.298783 106.935199 63972.202698
1010294715 6 1271.929368 98.238649 54020.971167
1010294714 6 1113.567047 80.084529 34118.508106
1010294713 6 1118.24989 75.720893 49756.157654
1010294712 6 652.484686 53.779443 38383.321619
1010294711 6 518.824263 43.986298 14216.045044
1010294710 6 938.863637 72.851245 28432.090088
1010294709 6 906.591603 71.430837 28432.090088
1010294708 6 564.650779 47.295497 14216.045044
1010294707 6 890.885225 69.657414 51177.762159
1010294706 6 1054.319803 81.770963 34118.508106
1010294705 6 883.445388 70.311908 28432.090088
1010294704 6 14201.470757 1013.005773 429324.56033
1010294703 6 976.370308 125.590605 66815.411707
1010294702 6 484.354432 66.798377 39804.926123
1010294701 6 293.553256 48.925543 12794.44054
1010294700 6 312.506234 51.855322 24167.276575
1010294699 6 178.477126 29.545476 11372.836035
1010294698 6 306.712894 46.652478 34118.508106
1010294697 6 609.422075 101.497588 41226.530628
1010294696 6 353.910996 57.290218 28432.090088
1010294695 6 440.126046 56.169357 24167.276575
1010294694 6 855.331549 108.749257 54020.971167
1010294693 6 160.377997 21.460769 5686.418018
1010294692 6 431.85457 66.533914 38383.321619
1010294691 6 843.225649 106.905215 55442.575672
1010294690 6 432.440912 63.940945 28432.090088
1010294689 6 482.657593 69.834723 29853.694592
1010294688 6 564.989851 93.519859 45491.344141
1010294687 6 528.300506 69.650381 29853.694592
1010294686 6 659.636288 79.427979 35540.11261
1010294685 6 293.662825 46.204413 11372.836035
1010294684 6 393.848915 57.639778 31275.299097
1010294683 6 502.057731 74.38661 28432.090088
1010294682 6 355.192263 51.019899 28432.090088
1010294681 6 468.918522 60.425851 61128.993689
1010294680 6 160.715588 19.693186 8529.627026
1010294679 6 386.986043 46.051494 11372.836035
1010294678 6 340.550975 53.15045 22745.67207
1010294677 6 468.991074 66.186493 36961.717114
1010294676 6 183.51977 23.371811 8529.627026
1010294675 6 737.109504 97.623063 38383.321619
1010294674 6 680.707601 89.430309 45491.344141
1010294673 6 466.529226 65.460351 38383.321619
1010294672 6 621.110427 76.943056 36961.717114
1010294671 6 900.328893 111.735261 55442.575672
1010294670 6 305.108349 38.420363 14216.045044
1010294669 6 176.717111 23.5928 9951.231531
1010294668 6 547.160696 69.751189 48334.55315
1010294667 6 652.05332 64.39086 34118.508106
1010294666 6 240.452737 36.149273 19902.463062
1010294665 6 372.484431 51.768004 24167.276575
1010294664 6 462.607443 56.363488 14216.045044
1010294663 6 480.093578 51.862355 31275.299097
1010294662 6 876.747856 108.276268 52599.366663
1010294661 6 721.343406 78.919001 42648.135132
1010294660 6 978.740355 116.924203 71080.22522
1010294659 6 404.549666 53.256811 24167.276575
1010294658 6 438.880315 58.716837 28432.090088
1010294657 6 776.441832 99.706232 46912.948645
1010294656 6 377.059679 52.480696 24167.276575
1010294655 6 560.171774 73.347925 35540.11261
1010294654 6 333.045495 47.841451 14216.045044
1009189142 6 642.32882 86.214309 48334.55315
1009189141 6 248.55147 33.512953 8529.627026
1009189140 6 814.98546 110.440709 46912.948645
1009189139 6 686.168779 95.328283 46912.948645
1009189138 6 1118.924579 127.457474 72501.829725
1009189137 6 656.765776 78.695503 42648.135132
1009189136 6 777.347997 89.223468 51177.762159
1009189135 6 662.746667 88.841334 45491.344141
1009189134 6 751.651094 119.474315 54020.971167
1009189133 6 1400.553069 191.685256 81031.456751
1009189132 6 719.969351 101.258584 46912.948645
1009189131 6 859.686672 100.456024 45491.344141
1009189130 6 412.010232 44.889091 25588.881079
1009189129 6 232.188664 33.557825 11372.836035
1009189128 6 69.267382 9.414301 1421.604504
1009189127 6 286.824137 39.642445 11372.836035
1009189126 6 237.686366 35.891638 11372.836035
1009189125 6 541.833764 75.181808 38383.321619
1009189124 6 334.318865 41.180195 24167.276575
1009189123 6 1447.1594 149.845014 82453.061255
1009189122 6 1404.101231 162.315691 75345.038733
1009189121 6 1275.636454 122.19709 65393.807203
1009189120 6 724.091022 83.722847 38383.321619
1009189119 6 238.220885 29.330615 11372.836035
1009189118 6 316.83816 37.951116 11372.836035
1009189117 6 524.871291 61.4756 29853.694592
1009189116 6 317.157983 37.615499 11372.836035
1009189115 6 484.068171 53.169698 24167.276575
1009189114 6 282.409787 32.9204 12794.44054
1009189113 6 443.105633 50.474768 25588.881079
1009189112 6 428.785155 52.548108 24167.276575
1009189111 6 106.223247 12.220445 2843.209009
1009189110 6 1968.215516 175.081514 109463.546839
1009189103 6 901.643721 75.001578 31275.299097
1009189102 6 1039.558582 79.595828 34118.508106
1009189101 6 1123.187407 82.050809 61128.993689
1009189100 6 1101.5796 78.80499 52599.366663
1009189099 6 973.476599 73.96606 32696.903601
1009189098 6 1054.776835 77.106053 49756.157654
1009189097 6 534.936343 49.546722 14216.045044
1009189096 6 906.429224 88.261819 66815.411707
1009189095 6 1046.97769 80.491753 48334.55315
1009189094 6 960.244408 72.354359 41226.530628
1009189093 6 753.754128 62.373005 51177.762159
1009189092 6 676.23748 55.501413 21324.067566
1009189091 6 972.884334 72.283328 34118.508106
1009189090 6 965.818611 70.756148 48334.55315
1009189089 6 857.83683 69.113846 45491.344141
1009189088 6 1479.789261 131.823167 93825.897291
1009189087 6 607.381228 53.163693 22745.67207
1008808680 6 653.238837 52.944966 18480.858557
1008807686 6 815.353652 64.261097 41226.530628
1008807685 6 605.928698 49.804069 38383.321619
1008807684 6 1007.125156 77.125795 27010.485584
1008807683 6 955.311827 69.907522 38383.321619
1008807682 6 557.834794 49.45636 15637.649548
1008807681 6 822.90059 67.312661 25588.881079
1008807680 6 1134.94387 80.880345 45491.344141
1008807679 6 674.427123 54.737391 17059.254053
1008807678 6 677.107122 52.309104 17059.254053
1008807677 6 525.456152 46.438276 12794.44054
1008807676 6 907.824008 68.802166 31275.299097
1008807675 6 916.053532 71.493641 28432.090088
1008807674 6 704.831054 58.902619 29853.694592
1008807673 6 674.874283 52.677172 28432.090088
1008807672 6 859.02136 68.561764 39804.926123
1008807671 6 769.740352 63.727729 34118.508106
1008807670 6 886.457056 71.593709 42648.135132
1008807669 6 708.669919 59.747049 31275.299097
1008807668 6 695.277817 51.315744 32696.903601
1008807667 6 738.995868 60.155753 32696.903601
1008807666 6 166.459079 27.509975 8529.627026
1008807665 6 85.748147 12.844421 5686.418018
1008807664 6 85.748147 12.814109 5686.418018
1008807663 6 85.748147 12.814109 5686.418018
1008807662 6 85.748147 12.844421 5686.418018
1008807661 6 85.748147 12.844421 5686.418018
1008807660 6 120.496343 12.481741 5686.418018
1008807659 6 120.881315 12.487581 5686.418018
1008807658 6 120.881315 12.487581 5686.418018
1008807657 6 120.496343 12.481741 5686.418018
1008807656 6 585.481731 44.901553 25588.881079
1008807655 6 1061.72904 148.452533 78188.247742
1008807654 6 594.598666 67.323025 32696.903601
1008807653 6 325.739905 51.622817 29847.893575
1008807652 6 334.259639 53.687683 28398.687221
1008806102 6 624.839724 83.541137 46912.948645
1008806101 6 737.639581 94.084032 45491.344141
1008806100 6 449.087017 74.847836 17059.254053
1008806099 6 226.954521 31.008083 19902.463062
1008806098 6 687.258547 110.634717 55442.575672
1008806097 6 537.34242 89.137384 36961.717114
1008806096 6 304.101498 50.039001 24167.276575
1008806095 6 926.95812 120.288557 55442.575672
1008806094 6 599.786908 78.901891 38383.321619
1008806093 6 781.356152 100.398196 46912.948645
1008806092 6 552.583376 71.297988 31275.299097
1008806091 6 719.379553 77.508711 35540.11261
1008806090 6 393.076997 50.541151 24167.276575
1008806089 6 503.099624 64.803184 31275.299097
1008806088 6 409.136759 58.686812 29853.694592
1008806087 6 580.153319 72.910677 36961.717114
1008806086 6 414.825466 53.823411 25588.881079
1008806085 6 226.109556 29.963845 11372.836035
1008806084 6 302.771863 36.927978 12794.44054
1008806083 6 323.87427 43.153754 11372.836035
1008806082 6 485.489607 57.669062 25588.881079
1008806081 6 796.971716 103.785582 44069.739637
1008806080 6 405.089614 56.744759 31275.299097
1008806079 6 662.54431 78.962804 42648.135132
1008806078 6 229.088157 28.89094 11372.836035
1008806077 6 255.623609 33.927456 8529.627026
1008806076 6 501.19944 64.541189 29853.694592
1008806075 6 811.557232 96.614896 48334.55315
1008806074 6 367.047437 46.465257 11372.836035
1008806073 6 241.130881 31.692766 11372.836035
1008806072 6 211.216556 27.486943 8529.627026
1008806071 6 642.886043 81.250099 54020.971167
1008806070 6 463.779635 57.42537 29853.694592
1008806069 6 424.481362 54.857572 28432.090088
1008806068 6 856.413419 98.6112 48334.55315
1008806067 6 342.737914 44.913687 14216.045044
1008806066 6 484.940775 61.262508 29853.694592
1006784222 6 525.141758 67.511234 31275.299097
1006784221 6 542.602228 69.361034 36961.717114
1006784220 6 998.069915 111.943952 58285.784681
1006784219 6 322.970078 41.235885 11372.836035
1006784218 6 303.437174 39.319825 11372.836035
1006784217 6 485.664819 59.888288 31275.299097
1006784216 6 386.238308 50.371287 14216.045044
1006784215 6 303.881373 36.048629 11372.836035
1006784214 6 126.724998 15.469184 5686.418018
1006784213 6 401.669283 54.176138 28432.090088
1006110557 6 685.181177 74.960942 38383.321619
1005781117 6 372.241602 48.414632 24167.276575
1005781116 6 245.329547 32.230493 11372.836035
1005781115 6 249.193584 33.393225 11372.836035
1005007472 6 634.480813 76.31871 34118.508106
1005007471 6 235.380974 33.142581 11372.836035
1005005879 6 348.216367 47.328278 24167.276575
1004770300 6 344.624279 46.327473 24167.276575
1004770299 6 485.738852 61.696753 31275.299097
1004770298 6 506.513045 64.66614 28432.090088
1004770297 6 609.653058 76.27684 52599.366663
1004770296 6 383.713778 50.72936 24167.276575
1004770295 6 574.047065 74.061275 29853.694592
1004770294 6 702.260623 90.256601 36961.717114
1004770293 6 674.324463 87.117842 36961.717114
1004770292 6 270.463799 33.459772 14216.045044
1004770291 6 355.674959 44.989776 22745.67207
1004770290 6 685.412654 86.65859 36961.717114
1004770289 6 319.388355 41.408341 22745.67207
1004770288 6 219.409557 31.573243 8529.627026
1004770287 6 642.037623 106.547512 54020.971167
1004770286 6 567.523758 93.718679 46912.948645
1004770285 6 480.649814 76.920435 34118.508106
1004770284 6 578.110004 77.745164 38383.321619
1004770283 6 496.350269 63.44702 31275.299097
1004770282 6 486.827139 66.471315 32696.903601
1004770281 6 329.030431 53.904477 24167.276575
1004770280 6 598.430621 76.488411 39804.926123
1004770279 6 469.369631 76.697966 31275.299097
1004770278 6 177.109487 28.091753 8529.627026
1004770277 6 431.891586 69.730542 29853.694592
1004770276 6 1277.441876 138.258868 73923.434229
1004770275 6 464.661616 62.486769 28432.090088
1004770273 6 647.982484 82.90984 38383.321619
1004770272 6 541.306648 71.384237 29853.694592
1004770271 6 286.126744 40.516529 11372.836035
1004770270 6 261.82808 34.477399 11372.836035
1004770269 6 387.430242 42.008873 24167.276575
1004770268 6 310.534484 41.280716 14216.045044
1004770267 6 511.778282 62.589799 39804.926123
1004770266 6 311.153895 41.169214 14216.045044
1004770265 6 419.353333 46.973782 14216.045044
1004770264 6 380.788976 49.216575 28432.090088
1004770263 6 434.531608 58.789102 29853.694592
1004770262 6 550.101785 73.603504 36961.717114
1004648919 6 378.111443 48.580672 32696.903601
1004648918 6 316.1689 39.986534 11372.836035
1004648917 6 165.908273 14.723341 5686.418018
1004648916 6 244.901636 23.635903 8529.627026
1004648915 6 717.481837 93.118722 45491.344141
1004648914 6 521.009722 67.165252 36961.717114
1004648913 6 565.581622 70.233433 38383.321619
1004648912 6 475.419125 59.016424 24167.276575
1004648911 6 302.819244 41.078523 11372.836035
1004648910 6 758.975933 104.576297 46912.948645
1004648909 6 342.440301 39.952191 22745.67207
1004648908 6 110.007327 13.91856 5686.418018
1004648907 6 173.068758 22.185759 8529.627026
1004648906 6 222.324489 28.497084 8529.627026
1004648905 6 347.689251 51.016485 29853.694592
1004648904 6 878.166825 116.271107 54020.971167
1004648903 6 612.753566 79.120207 38383.321619
1004646848 6 700.809573 91.000675 45491.344141
1004646847 6 251.141149 31.06188 11372.836035
1004646846 6 364.468122 46.415079 22745.67207
1004646845 6 462.464313 55.498863 14216.045044
1004646844 6 403.702727 57.963262 29853.694592
1004646843 6 500.2913 64.105216 31275.299097
1004646842 6 460.190015 71.919867 38383.321619
1004646841 6 280.506148 45.437389 14216.045044
1004646837 6 764.292006 96.992589 46912.948645
1004646836 6 766.32693 96.113363 44069.739637
1004646835 6 732.434558 86.924863 44069.739637
1004646834 6 583.736523 76.414542 36961.717114
1004646833 6 616.311106 81.559845 38383.321619
1004646832 6 808.157136 105.762267 54020.971167
1004646831 6 330.1814 47.888462 24167.276575
1004646830 6 135.803929 21.763934 8529.627026
1004646829 6 1046.983613 130.203651 54020.971167
1004646828 6 229.13998 30.877949 11372.836035
1004646827 6 324.425076 41.714632 22745.67207
1004646826 6 488.316192 64.41817 29853.694592
1004646825 6 513.829494 64.304036 36961.717114
1004646824 6 256.524839 31.453474 11372.836035
1004646823 6 120.06547 16.926855 5686.418018
1004646822 6 597.946938 74.646548 48334.55315
1004646821 6 243.339043 38.476587 14216.045044
1004646819 6 450.893426 73.138246 31275.299097
1004646818 6 452.325227 62.339731 32696.903601
1004646817 6 233.730035 34.235187 11372.836035
1004646816 6 524.890539 69.953752 36961.717114
1004646815 6 346.141958 48.231564 24167.276575
1004646814 6 167.656442 25.572857 8529.627026
1004646813 6 670.658836 87.425368 44069.739637
1004646812 6 643.177733 79.094542 36961.717114
1004646811 6 364.835327 47.48605 24167.276575
1004646810 6 296.102957 36.838234 11372.836035
1004646809 6 555.003767 71.068691 35540.11261
1004646808 6 476.545416 62.269482 31275.299097
1004646807 6 453.387849 58.7388 61128.993689
1004646806 6 836.436316 105.186783 46912.948645
1004646805 6 139.142824 22.268347 8529.627026
1004646804 6 730.973637 89.254316 42648.135132
1004646803 6 210.964843 26.96139 8529.627026
1004646802 6 239.363957 31.429784 11372.836035
1004646801 6 200.814899 25.946149 8529.627026
1004646800 6 293.625315 38.458161 11372.836035
1004646799 6 226.874566 28.137077 8529.627026
1004646798 6 167.551808 22.390913 5686.418018
1004646797 6 259.375115 31.346496 12794.44054
1004646796 6 310.165306 39.076708 19902.463062
1004646795 6 553.582824 64.919128 42648.135132
1004646794 6 962.28871 101.940429 55442.575672
1004646793 6 483.562278 55.348494 21324.067566
1004646792 6 4958.579981 451.871198 208455.762165
1004646791 6 1813.589895 160.839141 73923.434229
1004646790 6 1591.781664 136.057616 58285.784681
1004646789 6 537.397698 42.8867 45461.966595
1004646788 6 1188.439232 105.174608 47574.797278
1004646787 21 73137.494589 1161.439674 554017.947443
1004646786 33 49962.099658 690.244427 358244.33511
1004646785 21 27965.078661 779.085679 333723.07218
1004646784 6 430.970614 37.909411 11372.836035
1004646783 6 5679.00044 414.404588 184668.797021
1004646782 6 506.649266 65.395778 36961.717114
1004646781 6 608.463592 70.592493 32696.903601
1004646780 6 422.637443 63.488602 31275.299097
1004646779 6 343.608544 43.260732 11372.836035
1004646778 6 370.63459 50.230336 22745.67207
1004646777 6 101.050304 14.077731 1421.604504
1004646776 6 416.930475 50.160169 39804.926123
1004646775 6 537.036417 68.901947 66815.411707
1004646774 6 436.16774 67.431237 29853.694592
1004646773 6 443.421508 61.977791 29853.694592
1004646772 6 86.441097 13.99539 5686.418018
1004646771 6 78.431698 12.537307 5686.418018
1004646770 6 325.137769 53.147077 14216.045044
1004646769 6 290.150692 47.663936 46912.948645
1004646768 6 255.715904 30.558701 11372.836035
1004646766 6 98.801671 16.051372 5686.418018
1004646765 6 263.032352 36.610829 21324.067566
1004646764 6 70.680922 10.579624 2843.209009
1004646763 6 170.978556 26.952506 11372.836035
1004646762 6 459.195009 58.400057 35540.11261
